text,entity,score,date,annotator_comment,general_location,specific_location,year,season,month,day,Coordinates
"rounding the head of Corrie Kilbo, just above the snow cornice, I proceeded in an easterly direction up the summit of Dreish to the gentle grassy slopes (3105 feet).","snow, cornice",7.0,-/05/1922,,Eastern Highlands,Driesh,1922.0,,5.0,,"(57.194888, -3.281276)"
"Suffice it to say that my vision ranged from the snowy Cairngorms and the paps of Bennachie to the Firth of Forth, the Lomond and the Pentland hills;",snowy,8.0,-/05/1922,,Cairngorms Other,Cairngorms,1922.0,,5.0,,"(57.09969, -3.6656)"
"Here I was more exposed to the fury of the wind, and with that and the driving snow my face and hands were well nigh frozen, but I pushed rapidly on and ere long reached the summit (3689 feet) where I found shelter behind one of the big blocks of rock so plentiful here.","driving snow, frozen",6.0,14/06/1922,,Ben Cruachan,Ben Cruachan,1922.0,,6.0,14.0,
"At times the mist thinned sufficiently to show the patches of old snow lying on the sides and floor of Coire Caorach beneath me, and through the film of vapour these had all the appearance of pools of water.",old snow,5.0,14/06/1922,,Ben Cruachan,Ben Cruachan,1922.0,,6.0,14.0,
"A good deal of old snow was lying about here, as the north-facing corries.","old snow, corries",8.0,14/06/1922,,Ben Cruachan,Stob Daimh,1922.0,,6.0,14.0,
"But it was only an interlude, for I had scarce reached the summit of Stob Diamh when the snow came on in earnest.",snow,7.0,14/06/1922,,Ben Cruachan,Ben Cruachan,1922.0,,6.0,14.0,
But the mist closed in again and the snow came along faster than ever.,snow,6.0,14/06/1922,,Ben Cruachan,Ben Cruachan,1922.0,,6.0,14.0,
Of the Cairngorms I could see nothing but a few snow patches below the trailing clouds of mist.,"snow, patches",4.0,-/06/1922,,Cairngorms Other,Cairngorms,1922.0,,6.0,,"(57.09969, -3.6656)"
The snow on the Feith Buidhe was also visible.,snow,6.0,06/08/1922,,Ben Macdui,Feith Buidhe,1922.0,,8.0,6.0,"(57.070696, -3.667715)"
"I ascertained last August that there was a small patch of snow on the north slope of An Sgarsoch, which seemed to confirm the statement made in the first letter that that hill had been seen from the Blue Hill;","patch, snow",6.0,-/08/1922,,Cairngorms Other,Beinn Bhrotain,1922.0,,8.0,,"(57.09969, -3.6656)"
"Above Loch Etchachan everything was covered with fine, dry, powdery snow several inches deep, and the cairn was a beautiful sight draped with icicles.","fine, dry, powdery, snow, icicles",9.0,-/09/1922,,Ben Macdui,Ben Macdui,1922.0,,9.0,,"(57.070696, -3.667715)"
"With my Ross binocular (8 times) we could see the shadows of the clouds drifting slowly across their snow-clad summits, 60 miles away.","snow, snow-clad",8.0,29/10/1922,,Cairngorms Other,"Beinn Bhrotain, Monadh Mor",1922.0,,10.0,29.0,"(57.09969, -3.6656)"
"the route selected was by the gully on the east face, which was found to contain plenty of the snow, for the most part fairly soft.","snow, soft",6.0,28/12/1922,,Eastern Highlands,Morrone,1922.0,,12.0,28.0,"(57.194888, -3.281276)"
"the snow was found to be fairly deep well below the 2,000 feet line.","snow, deep",7.0,30/12/1922,,Beinn a' Bhuird & Ben Avon,Beinn a' Bhuird,1922.0,,12.0,30.0,"(57.081248, -3.505238)"
the loch was frozen over and a good deal of snow was lying even on the lower slopes (about 1630 feet).,"snow, frozen",7.0,30/12/1922,,Eastern Highlands,Loch Callater,1922.0,,12.0,30.0,"(57.194888, -3.281276)"
the snow on the north slopes of both hills was in quite good order and some glissading was available.,"snow, glissading",8.0,30/12/1922,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1922.0,,12.0,30.0,"(57.081248, -3.505238)"
the snow was very soft at first but later improved.,"snow, soft",5.0,30/12/1922,,Glenshee Area,Coire Loch Kander,1922.0,,12.0,30.0,"(56.876858, -3.373544)"
"the snow was soft and occasionally more than knee-deep, so that the steeper portions of the climb were by no means easy.","snow, soft, deep",4.0,30/12/1922,,Beinn a' Bhuird & Ben Avon,Beinn a' Bhuird,1922.0,,12.0,30.0,"(57.081248, -3.505238)"
the snow conditions quite unsuitable.,snow,2.0,31/12/1922,,Glenshee Area,Glen Shee,1922.0,,12.0,31.0,"(56.876858, -3.373544)"
the snow was too deep three miles below the summit.,"snow, deep",3.0,31/12/1922,,Glenshee Area,Glen Shee,1922.0,,12.0,31.0,"(56.876858, -3.373544)"
the snow was hard on the upper slopes and the leader had to kick steps near the summit.,"snow, hard",6.0,31/12/1922,,Glenshee Area,Carn Bhac,1922.0,,12.0,31.0,"(56.876858, -3.373544)"
"The snow was deeper than any we had yet tackled, and as the angle was very acute, the work was exceedingly toilsome.","deep, snow",4.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
one reached the boulders after penetrating about eighteen inches of dry but powdery snow.,"powdery, snow",6.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"I had hoped to find the snow about this level, swept firmer, but as it was by such a frosty wind, somewhat discovered that the previous twenty-four hours' heavy rain in the low country had here fallen as the finest of snow, on which to exert its hardening powers.",snow,7.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"the blast, which at this altitude was enjoying an unchecked course over every snow-field between us and the Atlantic.",snow,8.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"its mighty corries shone gloriously in their winter garb, and its massive and Alpine-like grandeur was emphasised by the softening effects of the snow on several of its neighbours.",snow,8.0,-/12/1922,,Cairngorms Western Massif,Cairn Toul,1922.0,,12.0,,"(57.066582, -3.732339)"
"Carn Crom, on the right of the glen, and Feith na Sgor, on the left, were snow-clad half way down their sides, while the greater eminences of Carn a' Mhaim and Ben Bhrotain, dominating the glen to the west, were shimmering masses of silver.","snow, clad",8.0,-/12/1922,,Cairngorms Other,Cairngorms,1922.0,,12.0,,"(57.09969, -3.6656)"
"the snow-covered hill tops all around were catching the early beams of sunrise and glistening grandly, and everything pointed to it developing into a perfect hill day.","snow, covered",9.0,-/12/1922,,Cairngorms Other,Cairngorms,1922.0,,12.0,,"(57.09969, -3.6656)"
"we were soon in the snow. At first it was only a few inches deep, and, it gave a little to the weight, it was quite dry, and we gradually, if slowly, ploughed our way upward.","snow, dry",6.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"the snow was firmer and not so deep, but there was no disputing with the intruder, and we had perforce to betake us to its lee side, where there was comparative shelter. This was, however, dearly bought, for the snow here was much deeper and softer, and it was trying work making our way through it.","snow, firm, deep, soft",4.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
on its higher parts the snow was lying to a considerable depth.,"snow, lying",7.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"the newly-fallen snow was lying to a considerable depth, and the tender blues of the shadows which the strong sunlight cast was a thing of indescribable beauty.","snow, newly-fallen, deep",9.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
the steep snow on Carn a' Mhaim.,"snow, steep",6.0,-/12/1922,,Ben Macdui,Carn a' Mhaim,1922.0,,12.0,,"(57.070696, -3.667715)"
"Grouse at such a snow-covered height must, I should think, be very unusual.",snow-covered,5.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"From the steep, snow-covered slopes of the Sron Riach on our left and Carn a' Mhaim on our right several flocks of ptarmigan—white-plumaged as the snow itself—croaked their respects.","snow-covered, snow",9.0,-/12/1922,,Ben Macdui,"Sron Riach, Carn a' Mhaim",1922.0,,12.0,,"(57.070696, -3.667715)"
"the blast, which at this altitude was enjoying an unchecked course over every snow-field",snow-field,7.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
"we were still well above the snow-line, and the glen-floor was laid with a firm and dry white carpet.","snow-line, snow",7.0,-/12/1922,,Ben Macdui,Ben Macdui,1922.0,,12.0,,"(57.070696, -3.667715)"
the steep cliffs on the latter which drop almost sheer into Glen Geusachan were standing out black and awe-inspiring against their snowy background.,snowy,6.0,-/12/1922,,Cairngorms Other,Beinn Bhrotain,1922.0,,12.0,,"(57.09969, -3.6656)"
a solitary star glittered like a jewel over the snowy crest of Ben Bhrotain,snowy,9.0,-/12/1922,,Cairngorms Other,Beinn Bhrotain,1922.0,,12.0,,"(57.09969, -3.6656)"
"a hill with a big patch of snow on it, and assuming that the hill must be An Sgarsoch.","patch, snow",6.0,Autumn 1922,,Cairngorms Other,Beinn Bhrotain,1922.0,Autumn,,,"(57.09969, -3.6656)"
"the glimpse of Glen Tilt in a deep Swiss blue sky background was alone worth going a long way to see. On Sunday and Monday evenings the reflected sunset on the snow, rose pink to mauve, were seen and admired by all the parties.",snow,8.0,01/01/1923,,Cairngorms Other,Braemar,1923.0,,1.0,1.0,"(57.09969, -3.6656)"
"the others attempted an ascent of the snow slopes, but abandoned it, as avalanche snow had come down and was still coming down from the slopes above, hidden in thick mist.","snow, avalanche",3.0,02/04/1923,,Ben Lui,Ben Lui,1923.0,,4.0,2.0,"(56.396993, -4.810804)"
"the weather throughout the week-end was very disappointing. A high wind, bitterly cold, together with snow on the hills and rain below, made climbing somewhat unpleasant.",snow,2.0,-/04/1923,,Southern Highlands,Tyndrum,1923.0,,4.0,,"(56.356399, -4.577326)"
mounted a snow patch and then the smallish cairn of Sgòr an Lochain Uaine,snow,6.0,-/06/1923,,Cairngorms Western Massif,Sgòr an Lochain Uaine,1923.0,,6.0,,"(57.066582, -3.732339)"
with several pools and snow patches at their foot,"snow, patch",5.0,-/06/1923,,Cairngorms Other,Carn Ban Mor,1923.0,,6.0,,"(57.09969, -3.6656)"
the big snow patch called Ciste Marad,"snow, patch",6.0,-/06/1923,,Cairngorms Other,Carn Ban Mor,1923.0,,6.0,,"(57.09969, -3.6656)"
the cairngorms were covered with a brilliant mantle of snow.,snow,10.0,01/01/1924,,Cairngorms Other,Cairngorms,1924.0,,1.0,1.0,"(57.09969, -3.6656)"
the snow-filled corries of Beinn-a-Bhuird were lit up by the rays.,snow,8.0,01/01/1924,,Lochnagar,Lochnagar,1924.0,,1.0,1.0,"(56.954291, -3.244078)"
the going was heavy in the wet snow and took three hours up.,wet snow,4.0,01/01/1924,,Lochnagar,Lochnagar,1924.0,,1.0,1.0,"(56.954291, -3.244078)"
the blinding clouds of powdery snow and ice which it swept and whirled about made upward progress very slow and difficult.,"powdery, snow, ice",3.0,-/01/1924,,Ben Macdui,Coire Etchacacan,1924.0,,1.0,,"(57.070696, -3.667715)"
"the near and far-away hills, snow-covered for the most part, stood out cold, grim, and spectral-like, and one had almost the feeling of taking part in a funeral.",snow,6.0,-/01/1924,,Ben Macdui,Ben Macdui,1924.0,,1.0,,"(57.070696, -3.667715)"
"The basin in which Lochan Uaine lies contained great quantities of snow, and the ice-bound lochan was buried beneath many feet of it.","snow, ice",8.0,-/01/1924,,Ben Macdui,Ben Macdui,1924.0,,1.0,,"(57.070696, -3.667715)"
"great quantities of snow, and the ice-bound lochan was buried beneath many feet of it.","snow, ice",10.0,-/01/1924,,Ben Macdui,Ben Macdui,1924.0,,1.0,,"(57.070696, -3.667715)"
"Though a fine snow-slope on the eastern face of Carn Mhaim looked very tempting, the conditions overhead were trouble, and, compared with the cliffs themselves looked very grand, Sron Riach ridge of Ben Macdhui, white from base to summit, was decided upon.","snow, white",6.0,-/01/1924,,Ben Macdui,"Carn a'Mhaim, Ben Macdui",1924.0,,1.0,,"(57.070696, -3.667715)"
"The near and far-away hills, snow-covered for the most part, stood out cold, grim, and spectral-like, and one had almost the feeling of taking part in a funeral.",snow-covered,4.0,-/01/1924,,Ben Macdui,Ben Macdui,1924.0,,1.0,,"(57.070696, -3.667715)"
"the magnificent sweep of their snow-filled gullies making a fine spectacle, the whole finished off by an unbroken cornice about six feet wide.","snow-filled, cornice",7.0,-/01/1924,,Ben Macdui,Ben Macdui,1924.0,,1.0,,"(57.070696, -3.667715)"
"I contented myself with a delightful glissade down a steep snow-slope to the bed of the Luibeg, and reached ""home"" by Cairn Crom just as dusk was falling.",snow-slope,8.0,-/01/1924,,Ben Macdui,Ben Macdui,1924.0,,1.0,,"(57.070696, -3.667715)"
"There is a high fence, the remains of a deer fence, every strand of which as far as we could see was draped in a snow curtain 8 or 9 ins. deep, caused, I suppose, by the gradual freezing of successive layers of sleet.",snow,9.0,-/03/1924,,Eastern Highlands,Mount Battock,1924.0,,3.0,,"(57.194888, -3.281276)"
"The snow became more widespread as we ascended, but also the mist became deeper, so that soon after leaving the second bothy we had to take to the compasses and aneroid and trace our way by map, Levack leading.",snow,7.0,-/03/1924,,Eastern Highlands,Mount Battock,1924.0,,3.0,,"(57.194888, -3.281276)"
"Our track lay up one of the two source-burns of the Dye, and gave us interesting little bits of snow work.",snow,6.0,-/03/1924,,Eastern Highlands,Mount Battock,1924.0,,3.0,,"(57.194888, -3.281276)"
On the top we found a very interesting snow-effect.,snow,8.0,-/03/1924,,Eastern Highlands,Mount Battock,1924.0,,3.0,,"(57.194888, -3.281276)"
"Glissading was obtained in the Snowy Corrie, and there was a competition of speed on a run, the winner taking 9 seconds.","glissading, snow",9.0,19/04/1924,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1924.0,,4.0,19.0,"(57.081248, -3.505238)"
"A great quantity of snow was encountered at the Slugan bothy, and at the Priest's Stone at the head of Glen Quoich.",snow,8.0,19/04/1924,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1924.0,,4.0,19.0,"(57.081248, -3.505238)"
"The snow-slope was continued to the top of the corrie, where mist prevailed, and the party was led",snow,6.0,19/04/1924,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1924.0,,4.0,19.0,"(57.081248, -3.505238)"
"The long snow-slope, and a glissade brought the party into the corrie.",snow,7.0,19/04/1924,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1924.0,,4.0,19.0,"(57.081248, -3.505238)"
The route taken from the corrie was up the snow close to the right side of the Mitre Ridge where a stretch of ice steps had to be cut.,"snow, ice",6.0,19/04/1924,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1924.0,,4.0,19.0,"(57.081248, -3.505238)"
"the  snow,  if  not  dry,  h a d   at  least  been  dryish,  but  at  the  lower  levels  which  prevailed  for  t he   rest  of  our  walk  to  Mortlich,  the  conditions  were  sopping  because  the  snow  was  clinging  like  slush  to  t he   heather.","dryish, slush, snow",4.0,05/05/1924,,Eastern Highlands,Aboyne,1924.0,,5.0,5.0,"(57.194888, -3.281276)"
"the  tops  of  the  hills  on  M o n d ay   were  all  in  cloud  a nd   even  such  slopes  as  could  be  seen  from  L u m p h a n an   u n d er   the  1,000   feet,  showed  patches  of  fresh  snow.","fresh, snow",7.0,05/05/1924,,Eastern Highlands,Aboyne,1924.0,,5.0,5.0,"(57.194888, -3.281276)"
"on  M o n d ay   we  were plunged  b a ck   to  rain  and  cloud,  with  snow  on  the  hills,  a nd   t h en  on  T u e s d ay   it  cleared  up   again.",snow,6.0,05/05/1924,,Eastern Highlands,Aboyne,1924.0,,5.0,5.0,"(57.194888, -3.281276)"
This top was not marked on his map and in any case it was hidden by a blizzard of hail and snow.,"snow, blizzard",7.0,-/06/1924,,Ben Macdui,Ben Macdui,1924.0,,6.0,,"(57.070696, -3.667715)"
